Unnamed: 0,message_id,actor_id,engagement_type,engagement_parent,text,univ_id,time_published,media_type,geo,index_text,keyN,label1,label2,tweet_counts,user_counts,gpt_label,manual_label,is_gt
3722,5226825,10071,retweet,9b08c72a60eea7628aba17caab3fda940fad499848d14587a06de27e1595e845,"RT @GordianKnotRay 26 March 2023 - ~15 probable #China maritime militia and/or fishing ships visible in Iroquois Reef, which is in the #Philippines exclusive economic zone and ~125nm from the Palawan coast. Image: @planet #southchinasea https://t.co/nJuaB0ZHPM",,1679992424,Twitter,,125nm 15 china coast economic exclusive fishing image iroquois march maritime militia palawan probable reef rt ships visible zone,19,us_military,,10,49,opposing,,0
3622,2138728,235842,tweet,,U.S. Navy Drills in South China Sea as Beijing Justifies Laser Attack https://t.co/fxvZjpQ56F via @BreitbartNews,,1676439769,Twitter,,attack beijing china drills justifies laser navy sea south,9,us_military,,14,6,opposing,,0
81,3981104,22654,retweet,164b329fff23bbbb3f80ce7eea46b5543841d19b82094a0ab5f3b498e9b887ec,"RT @IndoPac_Info #Chinese Warship, CG Cutter & 42 militia ships Violate Pag-asa Island 12 mile territorial Sea: Philippine Coast Guard The #PLAN ship & CCG 5203 were slowly loitering near Pag-asa Island at a distance of 8 nautical miles & 4 nautical miles respectively. https://t.co/1z4ibDCVfB",,1678193073,Twitter,,asa asa ccg cg coast cutter distance guard island island loitering mile miles miles militia nautical nautical pag pag philippine plan rt sea ship ships slowly territorial violate warship,29,us_military,,16,23,supportive,,0
2545,2536133,1815,retweet,f47571a80e1631e1b97d861fd6110a56e3b4aefe5c13559b5bd099a30ae3d561,"RT @manilabulletin President Ferdinand “Bongbong” Marcos Jr. is not in favor of the idea that he should appoint someone from the military or police to lead the Department of Agriculture, underscoring that the DA head should be an expert in the field of agriculture. READ: https://t.co/n9lhc0NyRT https://t.co/Wb3hEiTJqb",,1674293127,Twitter,,agriculture agriculture appoint bongbong da department expert favor ferdinand field head idea jr lead marcos military police president read rt underscoring,21,us_military,,17,50,neutral,,0
833,6638983,114909,retweet,7543a2a065517227e72afc98baeaabed45ca89bbfbc76ef1bb7eee5eb6cf8e01,"RT @dobahi China Accuses US of Raising Regional Tensions in South China Sea. 📍The US continues to strengthen its military deployment in the South China Sea and is deliberately pushing up regional tensions, China's defense ministry spokesperson said on Thursday. https://t.co/azhVDOGQx1",,1682614861,Twitter,,accuses china china china china continues defense deliberately deployment military ministry pushing raising regional regional rt sea sea south south spokesperson strengthen tensions tensions thursday,25,us_military,,14,20,opposing,,0
4183,5650287,3016,retweet,0bf99d523d2972ea59cda290368212cd68de60d0ade45eb570e8e892214c8596,"RT ŠPTVph TINAN: The Philippine Military Academy (PMA) Class of 2023 in Fort General Gregory Del Pilar, Baguio City this Sunday morning, May 21. (1/3) hops:/t.co/OL0Cna5G",,1684693785,Twitter,,21 academy baguio city class del fort general gregory hops military morning ol0cna5g philippine pilar pma rt sunday tinan šptvph,20,us_military,,12,95,neutral,,0
2271,6410474,27651,retweet,f8c09002f37ddf9179d007fb64acf94391563bf5cd88f3b1f42cbdc6001b079a,"RT @IndoPac_Info 2) ""US forces can't get there quickly."" ""It's basically submarines and US aircraft that are going to be operating from the southwest islands of Japan and eventually from bases in the northern Philippines,"" said the political scientist.",,1681836800,Twitter,,aircraft bases basically eventually forces islands japan northern operating philippines political quickly rt scientist southwest submarines,16,us_military,,16,33,supportive,,0
1178,5420654,606435,retweet,14bee4573208f907a3b13b3223c09e676eb17c7b2a8ee3044d901233edb3cc1a,"RT @gc22gc 17,000 American and Filipino Airmen,Sailors,Soldiers in largest ever joint combat exercise in South China Sea… Display is direct challenge to CCP/PLA… https://t.co/mmB1SSSb0i https://t.co/nkeWDHcShX",,1681307136,Twitter,,000 17 airmen american ccp challenge china combat direct display exercise filipino joint largest pla rt sailors sea soldiers south,20,us_military,,19,7,supportive,,0
178,7140914,12627,retweet,295ccf1a0f9ab5604543bf67d2f107d3b186dac7242abdfb740dbdf332f85074,RT @medeabenjamin Yes. Why is this U.S. military plane in the south CHINA sea? That is the relevant question.,,1677541743,Twitter,,china military plane question relevant rt sea south,8,us_military,,72,46,neutral,,0
1511,1441104,150766,retweet,8f5ebff854fc4a06c08ee2971d14c1c0313cd96c0f196e773d364c6e64cb2060,RT @US7thFleet Sailors participate in a live-fire exercise aboard the aircraft carrier USS Nimitz (CVN 68) while underway in the Philippine Sea. #HandsOnTraining | #SafeOpsareEffectiveOps | #NimitzNews https://t.co/MH24QHcd4S,,1684318479,Twitter,,68 aboard aircraft carrier cvn exercise fire live nimitz participate philippine rt sailors sea underway uss,16,us_military,,16,14,neutral,,0
2375,7026594,197,retweet,c42693e1aba378439086e3627c14d2ff3408b9ef844b32fd607fe507b8805a78,"RT @AaronFavila A Filipino fisherman beside Philippine Navy war ship Andres Bonifacio near Thitu or Pag-asa island at the South China Sea April 21, 2023 (AP Photo/Aaron Favila) #philippines #china #disputedislands #spratlys #fisherman #philippinenavy #warship @APNews https://t.co/0jMcYhZZ50",,1682984837,Twitter,,21 aaron andres ap april asa bonifacio china china favila filipino fisherman fisherman island navy pag philippine photo rt sea ship south thitu war warship,25,us_military,,26,54,supportive,,0
3661,5252524,425372,retweet,3fd385fe3efe3c89d91b96fc5a7413715d3ddfbb404a576b5628bccca5a7c6f1,RT @NFSC_HAGnews 'We stand ready': US Admiral vows to aid Philippine resupplies in South China Sea https://t.co/GKfR2jHxE8,,1683575998,Twitter,,admiral aid china philippine ready resupplies rt sea south stand vows,11,us_military,,73,5,supportive,,0
75,3096973,61916,retweet,5ca2a8237c285dea8e0e35ea0181f102154fe2becef64196af3ba327efc6f8cb,RT @Reuters China's military says US warship illegally entered waters in South China Sea https://t.co/KCQO9tIuqh https://t.co/HA5XyLYo3r,,1679570310,Twitter,,china china entered illegally military rt sea south warship waters,10,us_military,,46,26,opposing,,0
293,5073447,5958,retweet,2e232f1b9981669105be51d237464e6ca24e98cc60d99d8e487a597453b5bf94,RT @maracepeda LOOK: The Philippine Coast Guard says at least 26 suspected Chinese militia vessels remain near the Ayungin and Sabina Shoals with PH EEZ in the South China Sea. This is despite diplomatic protests PH filed vs China 📷 PCG @straits_times https://t.co/rmDPYbog6A,,1677121450,Twitter,,ayungin china china chinese coast diplomatic eez filed guard militia pcg ph ph philippine protests remain rt sabina sea shoals south suspected vessels,23,us_military,,25,127,supportive,,0
2508,4438392,51351,retweet,87b1f9a4f2185d5edb2ec6c124cab1fd6a483fbc9068c12d5d36983680eb13ce,RT @DavidLarter What if instead of building expensive vessels you just cultivate some maritime mercenaries from the Philippines or Malaysia or anywhere around there and put them in the South China Sea with 300 cheap jammers and cause absolute electromagnetic havoc https://t.co/qmCBOypJxP,,1677069022,Twitter,,absolute building cheap china cultivate electromagnetic expensive havoc jammers malaysia maritime mercenaries philippines put rt sea south vessels,18,us_military,,10,5,neutral,,0
1501,645653,62024,retweet,48429f546a4f6af92d4d5c94117584058cbff640540af3224cbab9e28477a4b6,RT @DeptofDefense Green Berets with @1st_SF_Command and Australian Defence Force Commandos take to the skies for a military freefall training exercise in the Philippines as part of #Balikatan23. https://t.co/1kt40bPFd1,,1682348723,Twitter,,australian berets commandos defence exercise force freefall green military part philippines rt skies training,14,us_military,,56,48,supportive,,0
341,4873423,17951,retweet,929259f5965a5af520a319fb5655e89d6ded33f4db1170ea8feb7b0916df70d9,RT @cnnphilippines BREAKING: President Ferdinand Marcos Jr. signs into law a measure that amends the code providing fixed terms for ranking officials of the Armed Forces of the Philippines. Story soon on https://t.co/Ni4v3zQWgA https://t.co/ntifpw1FQg,,1684377709,Twitter,,amends armed breaking code ferdinand fixed forces jr law marcos measure officials philippines president providing ranking rt signs story terms,20,us_military,,28,15,supportive,,0
5727,3204952,402489,tweet,,"Philippine Coast Guard (PCG) has accused a Chinese coast guard ship of directing a “military-grade” laser at one of its vessels, putting the Filipino crew in danger https://t.co/HnTFVEfR8h",,1676361282,Twitter,,accused chinese coast coast crew danger directing filipino grade guard guard laser military pcg philippine putting ship vessels,18,us_military,,65,5,supportive,,0
4193,5767370,9507,retweet,8b16d8717ad802b671411cf56ba7b92750839e375a4a574209b178aa80426623,"RT @opgovph President Ferdinand R. Marcos Jr. delivered a speech at the Philippine Military Academy (PMA) Alumni Homecoming, where he praised the institution for producing selfless individuals who have defended the country and preserved its democratic ideals.",,1676724952,Twitter,,academy alumni country defended delivered democratic ferdinand homecoming ideals individuals institution jr marcos military philippine pma praised preserved president producing rt selfless speech,23,us_military,,12,62,supportive,,0
1500,1179676,62024,retweet,accc33d49f87bb597b5b8977bdf1c5192cd7a9ac931429ed74994e9e7f1b33f7,"RT @USMC #Marines with the @Official13thMEU conduct a close quarters training range alongside Philippine Marines during Exercise Balikatan 23 in the Philippines, April 19. #Balikatan is an annual exercise between the Armed Forces of the Philippines and U.S. military. #AlliesAndPartners https://t.co/CgoDwBWMBi",,1682352649,Twitter,,19 alongside annual april armed balikatan close conduct exercise exercise forces marines marines military philippine philippines philippines quarters range rt training,21,us_military,,62,48,supportive,,0
2913,2534174,321575,retweet,b16dd64dcb66771729861fb4eb56186add676a5b683e34afa7806dc35474445c,"RT @japantimes A U.S. Navy destroyer sailed near one of the most important man-made and Chinese-controlled islands in the South China Sea on Monday, in a freedom of navigation mission that Beijing denounced as illegal. https://t.co/u7kIemIdqG",,1681229181,Twitter,,beijing china chinese controlled denounced destroyer freedom illegal important islands made man mission monday navigation navy rt sailed sea south,20,us_military,,10,17,supportive,,0
1113,4508940,184463,retweet,22455443748479b7fe6c8ccf282bd0b232a0a62289eef70979cb4263b5693a58,RT @KimCarrera007 @JulianAndrew63 We are being totally gamed this is all about giving the USA & UK bigger facilities at the Stirling navel base for maintenance etc. we may never get the submarines. I was told this by a navel commander in 2011 because the USA we concerned about losing their base in the Philippines,,1678857390,Twitter,,base base bigger commander concerned facilities gamed giving losing maintenance navel navel philippines rt stirling submarines told totally uk usa usa,21,us_military,,11,15,opposing,,0
2014,2717521,72944,retweet,fac9d364277dbf30873b8a9272eb65807a4d3b2c5b453d348d29903a71520abe,"RT @GordianKnotRay 1/The preponderance of the evidence suggests that on 6 Feb #China Coast Guard ship 5205 stopped, harassed and followed #Philippines Coast Guard BRP Malapascua near Sabina Shoal for 8+ hours, preventing it from returning to Palawan. Let me explain my reasoning. [Thread 1/7] https://t.co/BbNXvfkTfp",,1675748056,Twitter,,brp china coast coast evidence explain feb guard guard harassed hours malapascua palawan preponderance preventing reasoning returning rt sabina ship shoal stopped suggests thread,24,us_military,,67,16,opposing,,0
1551,6279104,21301,retweet,f838e5071f02f0c0be14d9231cca83c74db14079a7734b805fe4a3dfe6efbe3b,"RT @NavalInstitute Pilot Error After ‘Sierra Hotel Break’ Resulted in South China Sea F-35C Crash, Investigation Says - USNI News https://t.co/a0q5XJUhwV https://t.co/zdDwKBoLeV",,1677082885,Twitter,,35c break china crash error hotel investigation news pilot resulted rt sea sierra south usni,15,us_military,,12,56,neutral,,0
5140,5556223,697572,tweet,,Philippine Coast Guard reports 44 Chinese warships surrounding local island https://t.co/CcQ0kMJP1P,,1678215453,Twitter,,chinese coast guard island local philippine reports surrounding warships,9,us_military,,20,15,opposing,,0
1450,4340427,75607,retweet,f1dbd3c8c9020d3f2cb57d481be09b37118f598bc7a56d1ab7b3b3bc4a0cbdd4,RT @Dimi US and Philippine forces sink warship in South China Sea exercises in signal to Beijing https://t.co/bLY3JAnniY,,1682553115,Twitter,,beijing china exercises forces philippine rt sea signal sink south warship,11,us_military,,26,10,supportive,,0
4166,5692085,10935,retweet,b266d795538d64437a81e084f1044961d30b3d74d711cd13b71ac40d23bf0fb8,"RT @radyopilipinas1 The Philippine military has not let the country down despite tremendous challenges, President Ferdinand R. Marcos Jr. said on Thursday as he issued new orders to the 9th Infantry Division in the Bicol Region. Read: https://t.co/Uqlftbogrd https://t.co/gs30UztCcO",,1679150403,Twitter,,9th bicol challenges country division ferdinand infantry issued jr marcos military orders philippine president read region rt thursday tremendous,19,us_military,,14,45,supportive,,0
1539,2646579,300926,retweet,d768272acd3088b7c7aed28f366ff533efb089c1056d02f87682211deb6278f3,RT @USPacificFleet It's #LiveFireFriday! 🚀 USS Shiloh (CG 67) fires a standard missile during a live-fire exercise in the Philippine Sea late last month. You can read more about why here: https://t.co/jgZGMqoYfL @US7thFleet @INDOPACOM @SurfaceWarriors https://t.co/F7mckMTFwe,,1676073387,Twitter,,67 cg exercise fire fires late live missile month philippine read rt sea shiloh standard uss,16,us_military,,15,15,neutral,,0
1415,514193,250941,retweet,1d852778fb7d420893442e7d6aceba58e9840b30fdb731398365676929fbc798,"RT @Apex_WW Chinese Warship, Cutter Violate Pag-asa Island Territorial Sea, Says Philippine Coast Guard https://t.co/ZRHt3zkkm3",,1678138810,Twitter,,asa chinese coast cutter guard island pag philippine rt sea territorial violate warship,13,us_military,,12,29,opposing,,0
1290,3201185,11793,retweet,9c92d9ba1f7d09b371b55682e343bbf75398b53b76122f3cb803ea7190e56a9d,"RT @OpIndia_com Chinese ship throws 'military grade' laser on Philippines Coast Guard vessel, temporarily blinding the crew https://t.co/2V8ZHoGUde",,1676363144,Twitter,,blinding chinese coast crew grade guard laser military philippines rt ship temporarily throws vessel,14,us_military,,17,17,opposing,,0
1433,2159651,369198,retweet,80fd79b80c228d1c4020ee1d393f83386b9ddeb2a8602a1e4107416d9dd9feb5,"RT @WilliamYang120 ""Philippines President Ferdinand Marcos Jr. said the US can’t use military bases in his country for “offensive action” against #China in the event of a future war over #Taiwan."" https://t.co/mhwaDmVbE2",,1683307261,Twitter,,action bases china country event ferdinand future jr marcos military offensive philippines president rt war,15,us_military,,17,7,opposing,,0
1503,496728,62024,retweet,12f13d9a02ac4309545947ebceccddc5958ec37353ee569c6002bfef71b45758,"RT @US7thFleet Sailors from the “Blue Diamonds” of VFA 146, “Cougars” of VAQ 139, “Mighty Shrikes” of VFA 94, and the aircraft carrier USS Nimitz (CVN 68) conduct flight operations while the ship is underway in the Philippine Sea. #FlightOps | #US7thFleet | #ShipShape https://t.co/GtdcnYwMho",,1681411770,Twitter,,139 146 68 94 aircraft blue carrier conduct cougars cvn diamonds flight mighty nimitz operations philippine rt sailors sea ship shipshape shrikes underway uss vaq vfa vfa,27,us_military,,51,48,neutral,,0
1824,937392,34744,retweet,992323f9a34dba23c96fce736631adf89935bb42cc109403d751118f5b197fc9,"RT @manilabulletin LOOK: President Ferdinand R. Marcos Jr. rides an FA-50PH fighter during a capability demonstration flight at Clark Airbase in Pampanga on Tuesday, Mar. 7. 📷: Ali Vicoy | Manila Bulletin https://t.co/VYcryAJZu1",,1678212999,Twitter,,50ph airbase ali bulletin capability clark demonstration fa ferdinand fighter flight jr manila mar marcos pampanga president rides rt tuesday vicoy,21,us_military,,19,159,neutral,,0
1317,7140658,425688,retweet,7a702c5979c8f57c34c9df8a328ad6ac37189c43bd473f5466c263fc08e1bc2c,"RT @GordianKnotRay ""The rare encounter with #China’s ... military ship took place six nautical miles southwest of Pag-asa Island, an area well within the 200-nautical mile exclusive economic zone of the #Philippines."" https://t.co/D7hDXv386q",,1687099542,Twitter,,200 area asa china economic encounter exclusive island mile miles military nautical nautical pag place rare rt ship southwest zone,20,us_military,,45,7,supportive,,0
2944,3072049,675558,tweet,,Philippines says China ship used laser to hinder coast guard. https://t.co/mQ2WSMEcaK via @nypost,,1676315734,Twitter,,china coast guard hinder laser philippines ship,7,us_military,,20,13,opposing,,0
1489,4971228,206007,retweet,6a83a9a33850ea49311c19d8fe409d91bccc9fa613bbf14ab023a027da679081,RT @ItsTheEnforcer ⚡️BREAKING: A United States Naval Destroyer has successfully navigated through the South China Sea. This “freedom of navigation” mission sends a message to China that the U.S. will not adhere to illegal annexation of these waters. https://t.co/CuJaqbirUI,,1681107245,Twitter,,adhere annexation china china destroyer freedom illegal message mission naval navigated navigation rt sea sends south states successfully united waters ⚡️breaking,21,us_military,,34,5,supportive,,0
246,3068105,406605,retweet,99e8416b1cadd3ed190e7a6206d1681402b9c826d958b485d8e60a06cef57782,RT @EndGameWW3 China sends H-6K bomber on long-range joint drill over South China Sea https://t.co/Iy73QKFSE7 via @scmpnews,,1676770857,Twitter,,6k bomber china china drill joint long range rt sea sends south,12,us_military,,10,31,opposing,,0
153,6472116,246395,retweet,8a5eaa2a0fd4e41cf68afe19386cfa95203a8ff96ded468daf29921ede3923d4,"RT @gumby4christ Philippine president Bongbong Marcos, son of dictator Ferdinand, today announced the locations of 4 new US military camps, 2 of which directly face Taiwan across the South China Sea. Total US military camps in the Philippines now up to 9. https://t.co/I1zReT5zPl",,1680540748,Twitter,,announced bongbong camps camps china dictator directly face ferdinand locations marcos military military philippine philippines president rt sea son south taiwan today total,23,us_military,,28,22,opposing,,0
3089,6928828,185250,retweet,9a6f0c082527a7bbb9cdadcbd43ad3bd867e5bd1cf5e094d98f41fca8898b26c,"RT @GordianKnotRay 26 March satellite imagery of dozens of #China’s maritime militia ships swarming at Sabina Shoal, deep within the #Philippines’ exclusive economic zone and only 75nm from the coast of Palawan. Images: @planet @coastguardph @jaytaryela @TeamWESCOM https://t.co/q2lK7srcCh",,1679912620,Twitter,,75nm china coast deep dozens economic exclusive imagery images march maritime militia palawan rt sabina satellite ships shoal swarming zone,20,us_military,,22,5,supportive,,0
5174,488633,118764,tweet,,Philippine Coast Guard says Chinese ship aimed laser at one of its vessels https://t.co/MRc9nNSDOr,,1676329373,Twitter,,aimed chinese coast guard laser philippine ship vessels,8,us_military,,25,10,opposing,,0
210,5024636,646661,retweet,66e7c54a4c2e5bbb37d5378d1f8f00ae742c2156053eba6bd003cb0b8b57609c,"RT @AFP The Philippines announced Monday the location of four additional military bases to be used by US troops, with one site near the hotly disputed South China Sea and another not far from Taiwan. https://t.co/A9bHIpCLG7",,1680523035,Twitter,,additional announced bases china disputed hotly location military monday philippines rt sea site south taiwan troops,16,us_military,,22,11,supportive,,0
87,5574501,69346,retweet,6974363224600d75185a1ac8d1da454cefc83d3bb1ecbdda40fb55985f630f29,RT @machinpl Chinese plane is so aggressive that it flies around the South CHINA Sea https://t.co/XweLyTVlJK,,1685507525,Twitter,,aggressive china chinese flies plane rt sea south,8,us_military,,55,22,opposing,,0
941,2413158,2804,retweet,f058ff9e7551400ef8906abb015cd973644ae6c3b86e87adf51179a051992044,RT @scotthortonshow US Patrol Over South China Sea Flies Within 500 Feet of Chinese Fighter Jet,,1677284629,Twitter,,china chinese feet fighter flies jet patrol rt sea south,10,us_military,,21,191,neutral,,0
1451,6211552,75607,retweet,bbdd312be6aea2b56342fd2d74f9093cc0ba31afa085a53f6e0c16fcd27d967c,RT @USNavy #USNavy Photos of the Day: 1️⃣ Team Navy competes in volleyball during @warriorgames 2️⃣ #USSRonaldReagan @Gipper_76 #FLTOPS in South China Sea and 3️⃣ #USSNimitz @NimitzNews live-fire and 4️⃣ mass casualty drill in Pacific Ocean @INDOPACOM @US7thFleet 👉 https://t.co/aZddB6hxYf https://t.co/oVgOMBCS6G,,1686958499,Twitter,,1️⃣ 2️⃣ 3️⃣ 4️⃣ casualty china competes day drill fire live mass navy ocean pacific photos rt sea south team volleyball,21,us_military,,61,10,neutral,,0
432,6325676,62722,retweet,20bdfda3a1478e2a38b604e9020b50e2bf8421368460f3d59f088171a88f3838,"RT @IndoPac_Info #Chinese ship harasses #Philippine Coast Guard vessel with ""military grade laser"" on Feb. 6th causing temporary blindness to crew members at the bridge Chinese ship conducted “dangerous maneuvers” at a distance of 150 yards before shooting its laser. https://t.co/3rZHS08uOw https://t.co/n3Yr4TjlSj",,1676286484,Twitter,,6th blindness bridge causing chinese coast conducted crew dangerous distance feb grade guard harasses laser laser maneuvers members military rt ship ship shooting temporary vessel yards,26,us_military,,108,24,supportive,,0
938,6868991,2804,retweet,b3eeffd59747ea7d4a76594eacb5b14c177923497eff7b0e3549e965ea1d2a25,"RT @srsasot_ Before he became president, @bongbongmarcos said they were kidnapped by the United States. When he became president, he gave them military bases to use in the Philippines.",,1682805158,Twitter,,bases gave kidnapped military philippines president president rt states united,10,us_military,,12,191,opposing,,0
6,5843971,18832,retweet,0ba4fadf64698f9afcf6ae38e92c77cf09c9c8dab25ce1ad823091eaa674b2fc,"RT @vicktop55 The location of 4 new US military bases in the Philippines has become known. With red dots, I marked 5 already operating American military facilities. 🇺🇸🇦🇺 Australia, by the number of bases on its territory, has long been a key ally of the United States in the Pacific.… https://t.co/qx9k630rly",,1680598204,Twitter,,ally american australia bases bases dots facilities key location long marked military military number operating pacific philippines red rt states territory united,22,us_military,,33,36,neutral,,0
2017,6959587,104604,retweet,480d4811f956ed41941ef33d9f5859d5697e3ca4af5b2c72ac1c290b2f59e9f7,"RT @AP U.S. and Filipino forces have fired a barrage of high-precision rockets, airstrikes and artillery in their largest war drills in Philippine waters facing the disputed South China Sea that would likely antagonize China. https://t.co/MRwLP6s2h2",,1682495907,Twitter,,airstrikes antagonize artillery barrage china china disputed drills facing filipino fired forces high largest philippine precision rockets rt sea south war waters,22,us_military,,31,9,supportive,,0
