Unnamed: 0,message_id,actor_id,engagement_type,engagement_parent,text,univ_id,time_published,media_type,geo,index_text,keyN,label1,label2,tweet_counts,user_counts,gpt_label,manual_label,is_gt
36,2635084,98802,retweet,d8131ef462422e383a4ee90317ab21cf535239df597cc41cc2801d68b45ea9b9,RT @reneeAZpatriot4 Homeland Security Committee Chairman said that China is likely sending military personnel into the US across the southern border Why is Biden Ignoring the Chinese Invasion? As many as 400K military-aged Chinese nationals have entered since he took office https://t.co/ZJXoC15S79,,1687004207,Twitter,,400k aged biden border chairman china chinese chinese committee entered homeland ignoring invasion military military nationals office personnel rt security sending southern,22,labor_and_migration,,2808,7,opposing,,0
187,6762894,171326,retweet,67e3e31063c772b3f35dabbfcc2881e87111d778701c3bb515a0bc1668d31ad9,RT @AndyBxxx A member of the CPPCC has put forward a proposal suggesting all foreigners studying and working in China first pass a Mandarin Chinese exam. What are your thoughts? https://t.co/yclezUwmia,,1678178829,Twitter,,china chinese cppcc exam foreigners forward mandarin member pass proposal put rt studying suggesting thoughts working,16,labor_and_migration,,28,11,opposing,,0
2608,6275463,707036,retweet,11f4607ff6f26da36ec09f85fbae6326415b950a0a5981d5c875aa446ca1677d,RT @asadowaisi The kind of facetious and irrelevant argument that the EAM gives on China border tells us why control over 2000 sq km of territory has been lost to China by the Modi government? He follows PM’s line of na koi ghusa hai…,,1677044919,Twitter,,argument border china china control eam facetious ghusa government hai irrelevant kind km koi line lost modi na pm rt sq tells territory,23,labor_and_migration,,35,7,opposing,,0
223,5081703,103948,retweet,204113e8930145257107ff1fe1cedfaa71e687398ee3de6fd2b072574ad283ef,"RT @SuperHotPeppers This is how they sell Australia to China under another name. The ""Wik Tribe has signed an ""Economic Treaty"" with a Chinese Consortium. #VoteNOAustralia #VoteNo They are already doing it without the power of a third ultimate level of Parliament! https://t.co/dH2g7OV45z",,1681278467,Twitter,,australia china chinese consortium economic level parliament power rt sell signed treaty tribe ultimate wik,15,labor_and_migration,,129,12,opposing,,0
1588,3054148,311138,retweet,08e6ea263201c0303ccb9a6dc99d74a56b64b86a2d54fbef10485f7adb884b64,"RT @IndoPac_Info 2) Recently, the PRC spokespersons said: “There is no such thing as China entering in other countries’ exclusive economic zones,” seemingly suggesting that Beijing does not accept the principle of other countries having EEZs in the South China Sea. https://t.co/tLipAStF80",,1686648634,Twitter,,accept beijing china china countries countries economic eezs entering exclusive prc principle recently rt sea seemingly south spokespersons suggesting thing zones,21,labor_and_migration,,19,10,opposing,,0
5,4940105,20135,retweet,c6be047fc9f7290ab057edbe497941c1144acd663216bfb3c1382bc0f567e95d,RT @caitoz For thousands of years China has been sorting out its own affairs without the help of white westerners concern trolling about territorial sovereignty and human rights. They don't suddenly now need our help because something something rules-based order. Leave China to China.,,1682763844,Twitter,,affairs based china china china concern human leave order rights rt rules sorting sovereignty suddenly territorial thousands trolling westerners white years,21,labor_and_migration,,84,32,supportive,,0
2458,3608829,680,retweet,8a22c5d44e9fc1651d8402f48c321ed74da0c44f4ea814025b71719c7e85e3e1,RT @GordianKnotRay For the past week--since #Vietnam went public with complaints about #China's research ship Haiyang Dizhi 4 encroaching into its exclusive economic zone--a Vietnamese Fisheries Surveillance vessel has been closely shadowing its activity. #SouthChinaSea https://t.co/L8iGb3Wz3c,,1679717380,Twitter,,activity china closely complaints dizhi economic encroaching exclusive fisheries haiyang past public research rt shadowing ship surveillance vessel vietnamese week zone,21,labor_and_migration,,23,6,opposing,,0
1854,4167959,183049,retweet,b4af819eecce4d247589a7c7f55e4e49bdfb7416c5a9ab361a114f4ead668843,"RT @stillgray If hostile foreign countries like China wanted to divide America they needn’t do anything at all. The Democrats and the Biden administration’s own public actions, statements, and policies do that well enough on their own.",,1686498927,Twitter,,actions administration america biden china countries democrats divide foreign hostile needn policies public rt statements wanted,16,labor_and_migration,,26,5,opposing,,0
21,5695213,8456,retweet,a11997afedd056a4d351ecb5dfc78b464bbdcd63ca6daca894b8418e48da7575,RT @ShangguanJiewen The failure of western experts. #1: Chinese rate their democratic system higher than their global peers rate their own. (fact) #2: Western experts (opinions) Western experts fail to grasp the obvious: Chinese style democracy is favored by Chinese nationals. #China #democracy https://t.co/EttL17u5uh,,1676785393,Twitter,,china chinese chinese chinese democracy democracy democratic experts experts experts fact fail failure favored global grasp higher nationals obvious opinions peers rate rate rt style system western western western,29,labor_and_migration,,35,31,supportive,,0
188,4992902,171326,retweet,1e4815f44d481df7e17bdf77e6f417e62189cf40618fbde7f4ecb65031568cd5,"RT @BrianJBerletic This article, from top to bottom, captures perfectly why Australia is transforming itself into a disposable proxy of Washington's war on China. Fears Australians hold regarding China usurping their sovereignty have already been realized, but at the hands of the Americans.",,1679106581,Twitter,,americans article australia australians bottom captures china china disposable fears hands hold perfectly proxy realized rt sovereignty top transforming usurping war washington,22,labor_and_migration,,24,11,supportive,,0
